ID Заказа,Дата покупки,Дата доставки,Тип доставки,ID Клиента,Имя Клиента,Сегмент,Страна,Город,Штат,Почтовый код,Регион,Сумма,Кол-во,Скидка,Прибыль
CA-2017-108959,3/10/2017,3/14/2017,Second Class,MH-17785,Maya Herman,Corporate,United States,Glendale,Arizona,85301,West,"104,696",1,"0,2","6,5435"
CA-2016-164777,1/27/2016,1/29/2016,First Class,SC-20305,Sean Christensen,Consumer,United States,Los Angeles,California,90036,West,"2803,92",5,"0,2",0
CA-2017-132017,9/26/2017,9/27/2017,First Class,MH-17620,Matt Hagelstein,Corporate,United States,Houston,Texas,77041,Central,"6,816",2,"0,8","-11,5872"
CA-2016-127824,10/18/2016,10/22/2016,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,98115,West,"277,634",8,"0,2","27,6248"
CA-2015-148285,10/27/2015,11/1/2015,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Fayetteville,North Carolina,28314,South,"22,32",5,"0,4","7,6626"
CA-2018-152926,10/2/2018,10/4/2018,Second Class,SC-20695,Steve Chapman,Corporate,United States,Houston,Texas,77041,Central,"37,208",8,"1,6","-94,8804"
CA-2015-145254,7/23/2015,7/27/2015,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94122,West,"992,828",17,"0,4","115,0252"
CA-2015-116246,9/12/2015,9/17/2015,Second Class,LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035,East,"3785,292",6,"0,1","420,588"
CA-2017-160479,9/15/2017,9/20/2017,Standard Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,"35,4",5,0,"13,452"
CA-2015-167486,11/27/2015,12/1/2015,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Buffalo,New York,14215,East,"199,9",5,0,"39,98"
CA-2015-152100,5/11/2015,5/16/2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Huntsville,Texas,77340,Central,"1212,96",8,"0,3","-69,312"
CA-2016-166219,8/28/2016,9/1/2016,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Dallas,Texas,75081,Central,"1203,441",6,"0,5","66,2357"
CA-2016-111864,6/19/2016,6/19/2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Philadelphia,Pennsylvania,19134,East,"5,904",2,"0,2","1,9926"
CA-2016-119627,8/17/2016,8/23/2016,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345,West,"329,44",16,"0,8","-23,0076"
CA-2016-160787,9/25/2016,9/25/2016,Same Day,BM-11785,Bryan Mills,Consumer,United States,Philadelphia,Pennsylvania,19143,East,"2,946",2,"0,7","-2,0622"
CA-2018-107853,5/26/2018,5/31/2018,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Oceanside,California,92054,West,"12,96",2,0,"6,2208"
CA-2018-126144,7/31/2018,8/5/2018,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Philadelphia,Pennsylvania,19134,East,"285,576",4,"0,4","-57,1152"
US-2015-154655,10/12/2015,10/17/2015,Standard Class,BP-11050,Barry Pond,Corporate,United States,Chicago,Illinois,60623,Central,"22,24",2,"0,2","2,502"
CA-2015-100391,5/25/2015,5/29/2015,Standard Class,BW-11065,Barry Weirich,Consumer,United States,New York City,New York,10035,East,"14,62",2,0,"6,7252"
CA-2015-165477,12/29/2015,12/31/2015,Second Class,RE-19405,Ricardo Emerson,Consumer,United States,Kent,Ohio,44240,East,"48,36",5,"0,2","6,045"
CA-2018-165904,4/7/2018,4/11/2018,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Jacksonville,Florida,32216,South,"235,44",4,"0,4","20,3978"
CA-2016-104052,3/1/2016,3/2/2016,First Class,TP-21565,Tracy Poddar,Corporate,United States,Coppell,Texas,75019,Central,"95,84",4,"0,2","34,742"
CA-2016-168277,5/29/2016,6/3/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Indianapolis,Indiana,46203,Central,"12,39",3,0,"5,6994"
CA-2017-158617,9/22/2017,9/28/2017,Standard Class,AC-10660,Anna Chung,Consumer,United States,Lawrence,Indiana,46226,Central,"35,88",6,0,"16,146"
CA-2018-136882,5/27/2018,6/3/2018,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Tulsa,Oklahoma,74133,Central,"477,3",5,0,"138,417"
US-2017-148957,9/17/2017,9/23/2017,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Redmond,Washington,98052,West,"12,32",4,0,"5,9136"
CA-2015-140032,9/8/2015,9/13/2015,Standard Class,TS-21340,Toby Swindell,Consumer,United States,San Francisco,California,94109,West,"8,608",2,"0,2","3,0128"
CA-2018-145506,6/3/2018,6/7/2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Spokane,Washington,99207,West,"136,26",9,0,"5,4504"
CA-2016-129546,9/28/2016,10/5/2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,"351,916",14,"0,4","87,8361"
CA-2017-140977,6/16/2017,6/19/2017,Second Class,JL-15175,James Lanier,Home Office,United States,Chattanooga,Tennessee,37421,South,"91,475",1,"0,5","-1,8295"
CA-2018-151855,5/27/2018,6/3/2018,Standard Class,BW-11110,Bart Watters,Corporate,United States,Greensboro,North Carolina,27405,South,"39,252",8,"0,9","-9,7101"
CA-2015-138240,10/9/2015,10/14/2015,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,San Francisco,California,94122,West,"160,592",4,"0,2","38,9355"
CA-2015-101833,11/17/2015,11/22/2015,Second Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10024,East,"34,44",3,0,"17,22"
CA-2015-100867,10/19/2015,10/24/2015,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712,West,"321,552",6,"0,2","20,097"
US-2018-109610,11/25/2018,11/30/2018,Second Class,BS-11590,Brendan Sweed,Corporate,United States,Louisville,Kentucky,40214,South,"701,96",2,0,"168,4704"
CA-2015-156545,2/27/2015,3/3/2015,First Class,JS-16030,Joy Smith,Consumer,United States,Columbus,Ohio,43229,East,"19,456",4,"0,2","3,4048"
CA-2015-109127,12/21/2015,12/25/2015,Standard Class,JC-15775,John Castell,Consumer,United States,Newark,Delaware,19711,East,"17,28",6,0,"7,9488"
CA-2017-126858,11/19/2017,11/23/2017,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Seattle,Washington,98115,West,"31,96",2,0,"1,598"
CA-2018-102925,11/5/2018,11/10/2018,Second Class,CD-12280,Christina DeMoss,Consumer,United States,New York City,New York,10024,East,"796,036",22,"0,9","118,909"
CA-2016-100818,5/31/2016,6/5/2016,Second Class,JM-15265,Janet Molinari,Corporate,United States,Chicago,Illinois,60653,Central,"234,516",14,"1,8","-11,9014"
CA-2015-126193,9/7/2015,9/14/2015,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Oswego,Illinois,60543,Central,"321,978",13,"1,8","-536,1276"
CA-2018-150504,11/6/2018,11/12/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,Dallas,Texas,75220,Central,"18,16",2,"0,2","1,816"
CA-2016-158351,6/20/2016,6/24/2016,Second Class,BC-11125,Becky Castell,Home Office,United States,Philadelphia,Pennsylvania,19134,East,"319,984",2,"0,2","91,9954"
CA-2015-122679,7/22/2015,7/28/2015,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Los Angeles,California,90008,West,"19,68",6,0,"6,4944"
CA-2017-164770,12/2/2017,12/4/2017,Second Class,MY-18295,Muhammed Yedwab,Corporate,United States,Houston,Texas,77036,Central,"812,68",19,"0,52","-128,346"
CA-2018-130505,10/12/2018,10/12/2018,Same Day,NF-18385,Natalie Fritzler,Consumer,United States,Wheeling,West Virginia,26003,East,"673,344",3,"0,3","-76,9536"
US-2018-125213,12/11/2018,12/13/2018,First Class,NB-18655,Nona Balk,Corporate,United States,Paterson,New Jersey,7501,East,"6,54",3,0,"2,1582"
CA-2016-156566,10/1/2016,10/4/2016,First Class,EM-13960,Eric Murdock,Consumer,United States,Portland,Oregon,97206,West,"572,8",2,"0,2","50,12"
US-2017-102232,8/5/2017,8/11/2017,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Huntsville,Alabama,35810,South,"197,05",7,0,"59,115"
CA-2018-111738,1/3/2018,1/7/2018,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,San Francisco,California,94110,West,"2031,392",11,"0,2","685,6176"
CA-2018-163188,11/7/2018,11/7/2018,Same Day,EC-14050,Erin Creighton,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,"38,16",9,0,"19,08"
CA-2017-105207,1/3/2017,1/8/2017,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Broken Arrow,Oklahoma,74012,Central,"1604,73",9,0,"355,773"
US-2017-123610,5/12/2017,5/16/2017,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California,92691,West,"128,67",7,0,"49,1409"
CA-2018-118213,11/5/2018,11/7/2018,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,46142,Central,"240,15",14,0,"115,5072"
CA-2017-149237,5/26/2017,5/30/2017,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Milwaukee,Wisconsin,53209,Central,"26,94",3,0,"11,3148"
US-2016-158589,11/20/2016,11/24/2016,Standard Class,KW-16570,Kelly Williams,Consumer,United States,San Francisco,California,94109,West,"32,04",3,0,"8,01"
CA-2017-101329,4/22/2017,4/29/2017,Standard Class,MM-17920,Michael Moore,Consumer,United States,Rome,New York,13440,East,"35,01",10,0,"9,1602"
CA-2017-113607,10/14/2017,10/18/2017,Standard Class,PW-19030,Pauline Webber,Corporate,United States,New York City,New York,10009,East,"1203,89",9,0,"327,8429"
CA-2015-149104,4/5/2015,4/7/2015,Second Class,RD-19900,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127,Central,"770,61",16,0,"50,8443"
CA-2017-105263,8/6/2017,8/11/2017,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,New York City,New York,10024,East,"38,34",9,0,"15,7194"
CA-2015-130575,12/14/2015,12/16/2015,First Class,CS-11845,Cari Sayre,Corporate,United States,Chicago,Illinois,60623,Central,"9,264",3,"0,8","-13,896"
CA-2018-142461,5/30/2018,6/3/2018,Second Class,KT-16480,Kean Thornton,Consumer,United States,Dallas,Texas,75217,Central,"204,6664",1,"0,32","-6,0196"
CA-2017-125220,10/14/2017,10/19/2017,Standard Class,BE-11410,Bobby Elias,Consumer,United States,Appleton,Wisconsin,54915,Central,"1649,75",5,0,"544,4175"
CA-2015-100293,3/14/2015,3/18/2015,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Jacksonville,Florida,32216,South,"91,056",6,"0,2","31,8696"
CA-2015-154165,2/17/2015,2/24/2015,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Chicago,Illinois,60653,Central,"54,208",14,"0,2","8,8088"
CA-2016-123939,8/24/2016,8/26/2016,Second Class,MS-17710,Maurice Satty,Consumer,United States,Bowling Green,Ohio,43402,East,"469,398",9,"0,8","55,5471"
US-2018-104451,5/8/2018,5/12/2018,Second Class,MM-18055,Michelle Moray,Consumer,United States,San Francisco,California,94110,West,"81,08",4,0,"22,7024"
CA-2017-101189,2/4/2017,2/9/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,90049,West,"93,02",2,0,"3,7208"
CA-2015-169446,12/19/2015,12/25/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,60623,Central,"372,12",9,"0,6","34,1499"
CA-2018-156958,12/5/2018,12/6/2018,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,98115,West,"497,044",21,"0,8","125,8218"
CA-2018-101637,3/24/2018,3/25/2018,Same Day,AC-10615,Ann Chong,Corporate,United States,Beaumont,Texas,77705,Central,"12,768",2,"0,2","0,9576"
CA-2018-111759,7/8/2018,7/12/2018,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Seattle,Washington,98103,West,"52,76",2,0,"24,2696"
CA-2018-102729,10/26/2018,10/31/2018,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,Dallas,Texas,75217,Central,"55,616",2,"0,2","5,5616"
CA-2017-116596,10/27/2017,10/31/2017,Standard Class,BW-11200,Ben Wallace,Consumer,United States,New York City,New York,10011,East,"511,522",25,"0,3","98,0073"
CA-2018-124191,6/12/2018,6/14/2018,Second Class,TS-21610,Troy Staebel,Consumer,United States,Chicago,Illinois,60610,Central,"8,856",3,"0,6","-6,8634"
CA-2017-148747,9/25/2017,9/27/2017,First Class,AS-10045,Aaron Smayling,Corporate,United States,San Francisco,California,94110,West,"477,666",2,"0,15","84,294"
US-2018-169488,9/7/2018,9/9/2018,First Class,AA-10375,Allen Armold,Consumer,United States,Providence,Rhode Island,2908,East,"56,86",7,0,"26,5552"
CA-2016-135727,5/11/2016,5/16/2016,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Phoenix,Arizona,85023,West,"191,968",7,"0,2","16,7972"
CA-2016-135251,8/6/2016,8/10/2016,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,"467,6532",13,"1,52","-91,2163"
CA-2015-166590,10/29/2015,11/2/2015,Standard Class,NC-18625,Noah Childs,Corporate,United States,Columbus,Indiana,47201,Central,"77,86",4,0,"36,5546"
CA-2017-131744,6/18/2017,6/20/2017,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,"465,074",7,"1,1","89,005"
CA-2016-160864,5/3/2016,5/6/2016,First Class,NF-18595,Nicole Fjeld,Home Office,United States,San Jose,California,95123,West,"13,848",3,"0,2","5,193"
CA-2016-147690,11/10/2016,11/14/2016,Standard Class,SC-20020,Sam Craven,Consumer,United States,Philadelphia,Pennsylvania,19140,East,"577,584",6,"0,2","43,3188"
CA-2016-163923,5/30/2016,6/3/2016,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Springfield,Virginia,22153,South,"151,96",4,0,"36,4704"
CA-2017-125724,9/22/2017,9/27/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Broomfield,Colorado,80020,West,"68,432",7,"0,2","8,554"
CA-2016-111612,11/28/2016,12/2/2016,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,Columbus,Ohio,43229,East,"74,128",7,"0,4","10,343"
CA-2016-156853,12/3/2016,12/5/2016,Second Class,HP-14815,Harold Pawlan,Home Office,United States,Concord,New Hampshire,3301,East,"184,66",7,0,"84,9436"
CA-2015-103086,10/17/2015,10/19/2015,Second Class,EB-14170,Evan Bailliet,Consumer,United States,Houston,Texas,77095,Central,"5,312",2,"0,6","-1,5936"
CA-2017-129280,5/3/2017,5/5/2017,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055,East,"1043,041",20,"1,7","-237,2885"
CA-2016-161242,6/1/2016,6/8/2016,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Los Angeles,California,90045,West,"11,76",2,0,"5,7624"
CA-2015-130428,3/31/2015,3/31/2015,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Tampa,Florida,33614,South,"1142,165",14,"1,1","89,4226"
CA-2018-104388,7/5/2018,7/7/2018,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Fremont,Nebraska,68025,Central,"79,96",4,0,"22,3888"
CA-2016-113131,9/24/2016,9/24/2016,Same Day,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,43229,East,"97,684",16,"1,5","12,5982"
CA-2016-148495,8/13/2016,8/13/2016,Same Day,SF-20065,Sandra Flanagan,Consumer,United States,Pomona,California,91767,West,"31,56",3,0,"10,4148"
CA-2016-143147,5/26/2016,5/28/2016,Second Class,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207,Central,"610,156",8,1,"-113,0912"
CA-2018-152975,9/14/2018,9/16/2018,First Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10035,East,"1770,19",14,"0,1","329,6405"
CA-2017-107475,6/7/2017,6/11/2017,Standard Class,RS-19870,Roy Skaria,Home Office,United States,Philadelphia,Pennsylvania,19120,East,"9,648",6,"0,2","3,4974"
CA-2018-116127,6/25/2018,6/27/2018,Second Class,SB-20185,Sarah Brown,Consumer,United States,New York City,New York,10024,East,"400,784",1,"0,2","-5,0098"
CA-2018-132584,8/26/2018,8/27/2018,First Class,HJ-14875,Heather Jas,Home Office,United States,Detroit,Michigan,48234,Central,"53,72",4,0,"13,9672"
CA-2017-160598,8/26/2017,8/28/2017,First Class,SV-20815,Stuart Van,Corporate,United States,Miami,Florida,33142,South,"31,008",1,"0,2","11,2404"
CA-2017-108630,11/18/2017,11/18/2017,Same Day,BE-11410,Bobby Elias,Consumer,United States,Concord,California,94521,West,"61,12",5,"0,2","22,156"
US-2018-129203,4/17/2018,4/22/2018,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,60653,Central,"195,136",4,"0,2","-43,9056"
CA-2018-110940,7/23/2018,7/28/2018,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,Wheeling,Illinois,60090,Central,"121,536",4,"0,2","15,192"
CA-2015-119172,5/11/2015,5/15/2015,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Chicago,Illinois,60610,Central,"122,052",12,1,"-166,8786"
US-2017-105452,7/28/2017,8/1/2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,Texas,77506,Central,"327,42",10,"1,2","-388,28"
CA-2018-108931,9/14/2018,9/19/2018,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,New York City,New York,10024,East,"20,12",4,0,"9,5164"
CA-2018-104619,1/24/2018,1/29/2018,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,"412,996",8,"0,4","104,9548"
CA-2016-149517,9/19/2016,9/23/2016,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Sacramento,California,95823,West,"60,84",3,0,"19,4688"
CA-2016-116841,4/14/2016,4/18/2016,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Springfield,Oregon,97477,West,"35,208",1,"0,2","2,6406"
CA-2018-107797,5/8/2018,5/11/2018,Second Class,EB-13705,Ed Braxton,Corporate,United States,Mansfield,Texas,76063,Central,"41,472",8,"0,2","14,5152"
CA-2017-117604,9/4/2017,9/9/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Jonesboro,Arkansas,72401,South,"239,5",5,0,"114,96"
CA-2015-130155,5/19/2015,5/22/2015,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Virginia Beach,Virginia,23464,South,"34,2",5,0,"9,234"
CA-2017-129861,6/17/2017,6/23/2017,Standard Class,DM-13345,Denise Monton,Corporate,United States,Rochester,New York,14609,East,"376,866",3,"0,4","-213,5574"
CA-2016-138625,11/2/2016,11/5/2016,First Class,EG-13900,Emily Grady,Consumer,United States,Chesapeake,Virginia,23320,South,"197,72",4,0,"55,3616"
US-2018-122672,11/4/2018,11/9/2018,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Lancaster,Ohio,43130,East,"265,072",7,"0,4","-49,9172"
CA-2018-117128,12/5/2018,12/8/2018,Second Class,BF-11080,Bart Folk,Consumer,United States,New York City,New York,10024,East,"32,67",9,0,"15,1389"
CA-2017-130638,5/16/2017,5/19/2017,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90045,West,"310,56",13,0,"33,1044"
CA-2018-144365,10/24/2018,10/30/2018,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Jackson,Mississippi,39212,South,"11,68",4,0,"5,256"
CA-2017-110086,9/18/2017,9/22/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Woodland,California,95695,West,"239,984",2,"0,2","23,9984"
CA-2015-128524,11/11/2015,11/13/2015,First Class,MZ-17515,Mary Zewe,Corporate,United States,Seattle,Washington,98115,West,"2158,694",10,"0,2","784,8075"
CA-2017-140256,8/22/2017,8/29/2017,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,90049,West,"5,76",2,0,"1,6704"
CA-2018-160633,11/16/2018,11/21/2018,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Bowling Green,Ohio,43402,East,"1126,294",11,"0,8","78,646"
CA-2015-115133,9/26/2015,9/30/2015,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Lancaster,Ohio,43130,East,"52,752",12,"0,6","12,828"
CA-2018-137449,6/29/2018,6/30/2018,First Class,ME-17725,Max Engle,Consumer,United States,Dallas,Texas,75220,Central,"738,7052",8,"1,42","-190,5318"
CA-2018-103520,9/23/2018,9/25/2018,First Class,MH-17785,Maya Herman,Corporate,United States,Lubbock,Texas,79424,Central,"9,248",2,"0,2","3,3524"
CA-2015-139283,11/23/2015,11/27/2015,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,Detroit,Michigan,48227,Central,"14,67",3,0,"6,7482"
CA-2015-118192,1/13/2015,1/18/2015,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,"40,846",9,"0,9","10,5716"
CA-2017-168844,5/31/2017,6/6/2017,Standard Class,NM-18520,Neoma Murray,Consumer,United States,New York City,New York,10011,East,"186,852",9,"0,2","90,3774"
CA-2018-154809,2/13/2018,2/17/2018,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Minneapolis,Minnesota,55407,Central,"90,64",8,0,"38,9752"
CA-2015-151330,10/14/2015,10/17/2015,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,East,"1885,27",19,0,"312,9472"
CA-2015-124702,11/18/2015,11/25/2015,Standard Class,MH-17785,Maya Herman,Corporate,United States,Seattle,Washington,98105,West,"867,74",6,0,"149,942"
US-2018-125808,11/12/2018,11/15/2018,Second Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90032,West,"11,56",2,0,"5,6644"
CA-2016-116638,1/28/2016,1/31/2016,Second Class,JH-15985,Joseph Holt,Consumer,United States,Concord,North Carolina,28027,South,"4297,644",13,"0,4","-1862,3124"
CA-2015-104563,3/7/2015,3/12/2015,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,"1143,822",18,"0,4","85,5106"
US-2018-107979,6/8/2018,6/13/2018,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,85301,West,"197,3",11,"1,1","-44,4321"
CA-2015-150518,11/19/2015,11/24/2015,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Coon Rapids,Minnesota,55433,Central,"503,13",7,0,"136,4532"
CA-2017-107104,11/26/2017,11/30/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045,West,"4104,174",25,"0,15","487,8992"
CA-2018-161893,1/23/2018,1/27/2018,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Tucson,Arizona,85705,West,"100,922",4,"0,9","8,3768"
CA-2015-156160,9/22/2015,9/29/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,10035,East,"693,992",12,"0,3","125,92"
CA-2015-100860,3/26/2015,3/30/2015,Second Class,CS-12505,Cindy Stewart,Consumer,United States,Pomona,California,91767,West,"18,75",5,0,9
CA-2017-160717,6/6/2017,6/11/2017,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,93101,West,"3528,488",14,"0,4","391,759"
CA-2018-132619,8/31/2018,9/5/2018,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,San Francisco,California,94109,West,"193,95",3,0,"9,6975"
US-2016-120957,12/7/2016,12/7/2016,Same Day,KH-16690,Kristen Hastings,Corporate,United States,Riverside,California,92503,West,"12,96",2,0,"6,2208"
CA-2018-157448,11/16/2018,11/20/2018,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Los Angeles,California,90049,West,"132,36",6,0,"28,4592"
CA-2017-126270,4/23/2017,4/27/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Clemente,California,92672,West,"90,058",10,"0,2","42,5419"
CA-2018-145275,4/2/2018,4/6/2018,Standard Class,AH-10465,Amy Hunt,Consumer,United States,Decatur,Alabama,35601,South,"14,94",3,0,"6,8724"
CA-2016-133396,8/13/2016,8/15/2016,First Class,GK-14620,Grace Kelly,Corporate,United States,Greensboro,North Carolina,27405,South,"64,68",7,"0,2","8,085"
US-2018-140312,11/13/2018,11/19/2018,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Dublin,California,94568,West,22,5,"0,2","1,375"
CA-2017-114867,12/23/2017,12/28/2017,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Philadelphia,Pennsylvania,19143,East,"1507,938",7,"0,6","-372,3033"
US-2015-164644,7/22/2015,7/24/2015,Second Class,JL-15850,John Lucas,Consumer,United States,Houston,Texas,77095,Central,"26,632",1,"0,2","1,3316"
CA-2017-137393,5/6/2017,5/10/2017,Standard Class,GM-14500,Gene McClure,Consumer,United States,Bakersfield,California,93309,West,"41,6",4,0,"14,144"
US-2015-120175,11/28/2015,12/3/2015,Standard Class,MC-17635,Matthew Clasen,Corporate,United States,Richmond,Indiana,47374,Central,"64,02",6,0,"29,4492"
CA-2017-144785,4/18/2017,4/23/2017,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,New York City,New York,10009,East,"13,83",4,0,"3,8739"
CA-2016-130113,12/27/2016,12/31/2016,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94122,West,"991,26",11,"0,2","136,557"
CA-2018-122770,12/13/2018,12/18/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,San Francisco,California,94122,West,"261,52",19,0,"83,5272"
CA-2018-118668,1/2/2018,1/4/2018,Second Class,FW-14395,Fred Wasserman,Corporate,United States,Los Angeles,California,90032,West,"16,59",1,0,"5,8065"
CA-2018-116498,5/30/2018,6/3/2018,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,San Diego,California,92037,West,"35,1",6,0,"10,179"
US-2018-130603,9/30/2018,10/6/2018,Standard Class,SC-20050,Sample Company A,Home Office,United States,Arlington,Texas,76017,Central,"11,646",9,"0,8","-17,469"
US-2018-135986,6/20/2018,6/27/2018,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Richmond,Virginia,23223,South,"536,36",9,0,"141,542"
CA-2018-140536,4/4/2018,4/5/2018,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10035,East,"7,04",4,0,"2,0416"
CA-2016-130183,11/13/2016,11/17/2016,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Houston,Texas,77041,Central,"613,9992",3,"0,32","-18,0588"
CA-2016-107902,8/28/2016,9/2/2016,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Fairfield,Connecticut,6824,East,"470,36",11,0,"122,2936"
CA-2018-130148,9/24/2018,9/28/2018,Second Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110,West,"38,38",8,0,"17,4192"
US-2017-151260,12/11/2017,12/14/2017,First Class,SC-20695,Steve Chapman,Corporate,United States,Springfield,Ohio,45503,East,"73,536",4,"0,2","9,192"
CA-2015-144281,6/10/2015,6/15/2015,Second Class,HK-14890,Heather Kirkland,Corporate,United States,Detroit,Michigan,48234,Central,"491,55",5,0,"240,8595"
CA-2017-122511,3/11/2017,3/11/2017,Same Day,BT-11485,Brad Thomas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,"30,336",4,"0,2","9,48"
CA-2018-154116,12/15/2018,12/19/2018,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Inglewood,California,90301,West,"273,926",10,"0,2","41,7843"
